,Product_Name,Product_Description,Size,Milk,Product_Ingredients,Energy (kJ)_per 100g/ml,Energy (kJ)_In-Store ,Energy (kJ)_Take-Out ,Energy (kcal)_per 100g/ml,Energy (kcal)_In-Store ,Energy (kcal)_Take-Out ,Fat (g)_per 100g/ml,Fat (g)_In-Store ,Fat (g)_Take-Out ,of which is saturates (g)_per 100g/ml,of which is saturates (g)_In-Store ,of which is saturates (g)_Take-Out ,Carbohydrate (g)_per 100g/ml,Carbohydrate (g)_In-Store ,Carbohydrate (g)_Take-Out ,of which is sugars (g)_per 100g/ml,of which is sugars (g)_In-Store ,of which is sugars (g)_Take-Out ,Protein (g)_per 100g/ml,Protein (g)_In-Store ,Protein (g)_Take-Out ,Salt (g)_per 100g/ml,Salt (g)_In-Store ,Salt (g)_Take-Out ,ServingSize_In_Store,ServingSize_Take_Out,Soya Products,Egg Products,Milk Products,Fish Products,Crustacean Products,Mollusc Products,Sulphite Products,Sesame Products,Celery Products,Mustard Products,Peanut Products,Lupin Products,Tree Nuts Products,Tree Nut Source (if present),Wheat Products,Rye Products,Barley Products,Oat Products
74,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Semi Skimmed,N/A,164,513,,39,122,,1.4,4.3,,0.8,2.5,,4.3,13.5,,4.1,12.8,,2.8,8.7,,0.1,0.3,,312g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
75,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Coconut,N/A,123,384,,30,92,,1.2,3.6,,0.5,1.7,,3.3,10.3,,3.1,9.6,,1.3,4.1,,0.1,0.2,,312g,N,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
76,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Almond,N/A,94,295,,23,72,,1,3.1,,0.1,0.3,,2.8,8.7,,2.5,7.7,,0.6,1.8,,0.1,0.2,,312g,N,No,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
77,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Soya,N/A,151,472,,36,113,,1.5,4.8,,0.2,0.8,,2.9,8.9,,2.5,7.7,,2.6,8.2,,0.1,0.2,,312g,N,Yes,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
78,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Lacto-free,N/A,140,437,,34,106,,1.2,3.8,,0.8,2.4,,2.9,8.9,,2.6,8.2,,2.8,8.7,,0.1,0.2,,312g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
79,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Medio,Oat,N/A,167,522,,40,124,,1.1,3.4,,0.4,1.2,,6.8,21.3,,3.5,11,,0.4,1.3,,0.1,0.2,,312g,N,No,No,C,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
80,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Whole,N/A,212,869,921,51,210,223,2.9,11.7,12.5,1.8,7.3,7.7,4,16.2,17.1,3.7,15.2,16.1,2.5,10.4,11,0.1,0.3,0.3,410g,429g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
81,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Skimmed,N/A,115,471,497,27,113,119,0.3,1.1,1.1,0.1,0.4,0.4,3.9,15.9,16.8,3.6,14.9,15.8,2.6,10.7,11.4,0.1,0.3,0.3,410g,429g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
82,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Semi Skimmed,N/A,156,641,678,37,153,162,1.3,5.4,5.7,0.8,3.1,3.4,4.1,16.8,17.7,3.9,15.8,16.7,2.7,11,11.7,0.1,0.3,0.4,410g,429g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
83,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Coconut,N/A,117,480,506,28,115,122,1.1,4.5,4.8,0.5,2.1,2.2,3.3,12.8,13.4,3.1,11.8,12.4,1.3,5.2,5.5,0.1,0.3,0.3,410g,429g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
84,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Almond,N/A,90,367,386,22,90,94,1,4,4.2,0.1,0.4,0.4,2.6,10.7,11.2,2.3,9.5,9.9,0.6,2.4,2.4,0.1,0.2,0.2,410g,429g,No,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
85,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Soya,N/A,144,589,623,34,141,149,1.5,6,6.3,0.2,0.9,1,2.7,11,11.5,2.3,9.5,9.9,2.5,10.4,11,0.1,0.3,0.3,410g,429g,Yes,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
86,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Lacto-free,N/A,133,546,577,32,133,140,1.2,4.8,5.1,0.7,2.9,3.1,2.7,11,11.5,2.4,10,10.5,2.7,11,11.7,0.1,0.2,0.2,410g,429g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
87,Cappuccino ,"Made with our aromatic Espresso, frothy milk and decadent chocolate dusting.",Massimo,Oat,N/A,159,653,690,38,156,165,1,4.3,4.5,0.4,1.5,1.6,6.5,26.6,28.1,3.3,13.5,14.2,0.4,1.8,1.8,0.1,0.3,0.3,410g,429g,No,No,C,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
88,Mocha ,N/A,Primo,Whole,N/A,289,583,696,69,140,166,3,6.1,7.3,1.9,3.8,4.5,7.6,15.3,18,6.4,12.9,15.2,2.7,5.5,6.6,0.1,0.2,0.2,202g,232g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
89,Mocha ,N/A,Primo,Skimmed,N/A,200,404,479,47,95,113,0.6,1.3,1.5,0.3,0.6,0.8,7.5,15.1,17.9,6.3,12.7,15.1,2.8,5.6,6.7,0.1,0.2,0.2,202g,232g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
90,Mocha ,N/A,Primo,Semi Skimmed,N/A,238,481,572,56,114,135,1.6,3.3,3.9,0.9,1.9,2.3,7.7,15.5,18.3,6.5,13.1,15.6,2.9,5.8,6.9,0.1,0.2,0.3,202g,232g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
91,Mocha ,N/A,Primo,Coconut,N/A,202,408,484,48,97,114,1.4,2.9,3.4,0.7,1.4,1.7,6.8,13.7,16.1,5.6,11.3,13.4,1.6,3.2,3.8,0.1,0.2,0.2,202g,232g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
92,Mocha ,N/A,Primo,Almond,N/A,177,358,422,42,85,100,1.3,2.6,3.1,0.3,0.6,0.8,6.3,12.8,15,5.1,10.3,12.1,0.9,1.9,2.2,0.1,0.2,0.2,202g,232g,No,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
93,Mocha ,N/A,Primo,Soya,N/A,227,458,543,54,108,129,1.7,3.5,4.2,0.4,0.9,1.1,6.4,12.9,15.2,5.1,10.3,12.1,2.7,5.5,6.6,0.1,0.2,0.2,202g,232g,Yes,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
94,Mocha ,N/A,Primo,Lacto-free,N/A,217,438,520,52,105,124,1.5,3,3.6,0.9,1.8,2.2,6.4,12.9,15.2,5.2,10.5,12.4,2.9,5.8,6.9,0.1,0.2,0.2,202g,232g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
95,Mocha ,N/A,Primo,Oat,N/A,241,486,578,57,115,136,1.4,2.7,3.3,0.6,1.2,1.4,9.9,19.9,23.7,6,12.1,14.3,0.8,1.6,1.9,0.1,0.2,0.2,202g,232g,No,No,C,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
96,Mocha ,N/A,Medio,Whole,N/A,318,1010,1050,76,241,250,3.2,10.2,10.7,2,6.3,6.6,8.5,27.1,28.1,7.1,22.6,23.4,2.9,9.2,9.6,0.1,0.4,0.4,317g,327g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
97,Mocha ,N/A,Medio,Skimmed,N/A,226,716,743,53,168,175,0.7,2.4,2.4,0.4,1.2,1.3,8.5,26.8,27.9,7,22.3,23.2,3,9.4,9.8,0.1,0.4,0.4,317g,327g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
98,Mocha ,N/A,Medio,Semi Skimmed,N/A,265,841,874,62,198,206,1.8,5.6,5.8,1,3.3,3.4,8.7,27.5,28.5,7.2,23,23.9,3,9.6,10,0.1,0.4,0.4,317g,327g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
99,Mocha ,N/A,Medio,Coconut,N/A,228,722,750,54,170,177,1.5,4.9,5.1,0.8,2.5,2.6,7.7,24.5,25.4,6.3,20,20.8,1.7,5.4,5.6,0.1,0.3,0.3,317g,327g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
100,Mocha ,N/A,Medio,Almond,N/A,202,639,663,48,151,157,1.4,4.5,4.7,0.4,1.2,1.3,7.3,23,23.9,5.8,18.3,19,1,3.2,3.4,0.1,0.3,0.3,317g,327g,No,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
101,Mocha ,N/A,Medio,Soya,N/A,253,803,834,60,190,197,1.9,6,6.2,0.5,1.7,1.7,7.3,23.2,24.1,5.8,18.3,19,2.9,9.2,9.6,0.1,0.3,0.3,317g,327g,Yes,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
102,Mocha ,N/A,Medio,Lacto-free,N/A,243,771,801,58,183,190,1.6,5.1,5.3,1,3.1,3.3,7.3,23.2,24.1,5.9,18.7,19.4,3,9.6,10,0.1,0.3,0.3,317g,327g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
103,Mocha ,N/A,Medio,Oat,N/A,268,850,883,63,200,208,1.5,4.7,4.9,0.7,2.1,2.2,11,34.7,36.1,6.7,21.3,22.1,0.9,2.8,2.9,0.1,0.3,0.4,317g,327g,No,No,C,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
104,Mocha ,N/A,Massimo,Whole,N/A,318,1343,1427,76,320,340,3.1,13.2,14.1,1.9,8.2,8.7,8.8,36.9,39.2,7.2,30.4,32.3,2.8,12,12.7,0.1,0.5,0.5,422g,442g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
105,Mocha ,N/A,Massimo,Skimmed,N/A,231,973,1033,54,229,243,0.8,3.3,3.5,0.4,1.7,1.8,8.7,36.7,38.9,7.1,30.1,32,2.9,12.3,13,0.1,0.5,0.5,422g,442g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
106,Mocha ,N/A,Massimo,Semi Skimmed,N/A,268,1131,1201,63,266,283,1.7,7.3,7.8,1,4.3,4.6,8.9,37.5,39.8,7.3,30.9,32.9,3,12.5,13.3,0.1,0.5,0.5,422g,442g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
107,Mocha ,N/A,Massimo,Coconut,N/A,232,981,1041,55,232,246,1.5,6.5,6.9,0.8,3.3,3.5,8,33.7,35.8,6.4,27.2,28.9,1.7,7.2,7.6,0.1,0.4,0.5,422g,442g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
108,Mocha ,N/A,Massimo,Almond,N/A,208,877,930,49,207,220,1.4,6,6.4,0.4,1.7,1.8,7.5,31.8,33.8,5.9,25.1,26.6,1.1,4.5,4.7,0.1,0.4,0.4,422g,442g,No,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
109,Mocha ,N/A,Massimo,Soya,N/A,257,1083,1150,61,256,271,1.9,7.9,8.4,0.5,2.3,2.4,7.6,32.1,34,5.9,25.1,26.6,2.8,12,12.7,0.1,0.4,0.5,422g,442g,Yes,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
110,Mocha ,N/A,Massimo,Lacto-free,N/A,247,1043,1107,59,248,263,1.6,6.8,7.2,1,4.1,4.4,7.6,32.1,34,6.1,25.6,27.1,3,12.5,13.3,0.1,0.4,0.4,422g,442g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
111,Mocha ,N/A,Massimo,Oat,N/A,271,1142,1213,64,269,286,1.5,6.3,6.7,0.7,2.8,3,11,46.6,49.5,6.8,28.8,30.6,0.9,4,4.2,0.1,0.5,0.5,422g,442g,No,No,C,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
112,Flat Black ,"A short but intense espresso extracted over water, providing a smooth silky bold coffee.",,,N/A,4,15,,1,4,,0,0.1,,0,0,,0.1,0.5,,0.1,0.3,,0.1,0.3,,0,0,,416g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
113,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Whole,N/A,71,49,,18,13,,0.8,0.6,,0.4,0.3,,1.8,1.3,,1.2,0.9,,1,0.7,,0,0,,70g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
114,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Skimmed,N/A,51,36,,13,9,,0.3,0.2,,0,0,,1.8,1.2,,1.2,0.8,,1.1,0.7,,0,0,,70g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
115,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Semi Skimmed,N/A,59,42,,15,11,,0.5,0.4,,0.2,0.1,,1.8,1.3,,1.2,0.9,,1.1,0.8,,0,0,,70g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
116,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Coconut,N/A,51,36,,13,9,,0.5,0.3,,0.1,0.1,,1.6,1.1,,1,0.7,,0.8,0.6,,0,0,,70g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
117,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Almond,N/A,46,32,,12,8,,0.5,0.3,,0,0,,1.5,1.1,,0.9,0.7,,0.6,0.5,,0,0,,70g,N,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
118,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Soya,N/A,57,40,,15,10,,0.6,0.4,,0,0,,1.5,1.1,,0.9,0.7,,1,0.7,,0,0,,70g,N,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
119,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Lacto-free,N/A,55,38,,14,10,,0.5,0.4,,0.1,0.1,,1.5,1.1,,1,0.7,,1.1,0.8,,0,0,,70g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
120,Macchiato ,A perfectly extracted double or single espresso shot marked by a dash of milk foam.,,Oat,N/A,60,42,,15,11,,0.5,0.3,,0.1,0.1,,2.3,1.6,,1.1,0.8,,0.6,0.4,,0,0,,70g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
121,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Whole,N/A,241,350,446,58,85,108,3.4,4.9,6.3,2.2,3.1,4,4.1,5.9,7.5,4,5.8,7.3,2.9,4.3,5.4,0.1,0.1,0.2,145g,180g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
122,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Skimmed,N/A,122,177,225,29,42,53,0.2,0.3,0.4,0.1,0.1,0.2,4,5.8,7.3,3.9,5.6,7.2,3,4.4,5.6,0.1,0.1,0.2,145g,180g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
123,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Semi Skimmed,N/A,173,251,319,41,60,76,1.5,2.2,2.8,0.9,1.3,1.7,4.2,6.1,7.8,4.1,6,7.7,3.1,4.5,5.7,0.1,0.1,0.2,145g,180g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
124,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Coconut,N/A,125,181,230,30,43,55,1.3,1.8,2.3,0.6,0.9,1.1,3,4.4,5.5,2.9,4.3,5.4,1.4,2,2.5,0.1,0.1,0.1,145g,180g,Yes,No,No,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
125,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Almond,N/A,91,132,167,22,32,40,1.1,1.6,2,0.1,0.1,0.2,2.4,3.5,4.4,2.2,3.3,4.1,0.5,0.8,0.9,0.1,0.1,0.1,145g,180g,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
126,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Soya,N/A,158,229,291,38,55,69,1.7,2.4,3.1,0.3,0.4,0.5,2.5,3.6,4.6,2.2,3.3,4.1,2.9,4.3,5.4,0.1,0.1,0.1,145g,180g,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
127,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Lacto-free,N/A,145,210,267,35,51,64,1.3,1.9,2.5,0.9,1.3,1.6,2.5,3.6,4.6,2.4,3.5,4.5,3.1,4.5,5.7,0.1,0.1,0.1,145g,180g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
128,Cortado ,"Our signature Espresso and textured milk, signed off with a little heart.",,Oat,N/A,177,256,326,42,61,77,1.2,1.7,2.1,0.4,0.6,0.8,7.2,10.4,13.2,3.5,5,6.4,0.4,0.5,0.6,0.1,0.1,0.1,145g,180g,No,No,No,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
129,Mocha Cortado ,N/A,,Whole,N/A,328,345,563,79,83,135,3.4,3.5,5.8,2.1,2.2,3.6,9,9.5,15.4,6.3,6.6,10.8,3.1,3.2,5.2,0.1,0.1,0.2,105g,160g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
130,Mocha Cortado ,N/A,,Skimmed,N/A,227,238,387,54,56,92,0.6,0.7,1,0.3,0.4,0.6,8.9,9.4,15.3,6.2,6.5,10.6,3.1,3.3,5.3,0.1,0.1,0.2,105g,160g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
131,Mocha Cortado ,N/A,,Semi Skimmed,N/A,270,284,462,64,67,110,1.7,1.8,3,1.1,1.1,1.8,9.1,9.6,15.7,6.4,6.7,11,3.2,3.4,5.5,0.1,0.1,0.2,105g,160g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
132,Mocha Cortado ,N/A,,Coconut,N/A,229,240,391,55,57,93,1.5,1.6,2.6,0.8,0.8,1.3,8.1,8.5,13.9,5.4,5.7,9.2,1.7,1.8,2.9,0.1,0.1,0.2,105g,160g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
133,Mocha Cortado ,N/A,,Almond,N/A,200,210,341,48,50,81,1.4,1.4,2.3,0.3,0.4,0.6,7.6,8,13,4.8,5,8.2,1,1,1.6,0.1,0.1,0.2,105g,160g,No,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
134,Mocha Cortado ,N/A,,Soya,N/A,257,270,439,61,64,104,1.9,2,3.2,0.5,0.5,0.8,7.7,8.1,13.1,4.8,5,8.2,3.1,3.2,5.2,0.1,0.1,0.2,105g,160g,Yes,No,C,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
135,Mocha Cortado ,N/A,,Lacto-free,N/A,245,257,419,58,61,99,1.6,1.7,2.7,1,1.1,1.7,7.7,8.1,13.1,5,5.2,8.5,3.2,3.4,5.5,0.1,0.1,0.2,105g,160g,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
136,Mocha Cortado ,N/A,,Oat,N/A,273,287,468,65,68,111,1.4,1.5,2.5,0.6,0.7,1.1,11.7,12.2,20,5.8,6.1,10,0.9,0.9,1.4,0.1,0.1,0.2,105g,160g,No,No,C,No,No,No,No,No,No,No,No,No,No,,C,C,C,Yes
137,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Whole,N/A,341,484,571,82,116,137,3.2,4.5,5.7,2,2.9,3.7,10.7,15.1,16.6,10.2,14.5,16,2.7,3.8,4.9,0.1,0.1,0.2,142g,174g,C,No,Yes,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
138,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Skimmed,N/A,232,329,373,55,78,88,0.2,0.4,0.4,0.1,0.2,0.2,10.6,15,16.4,10.1,14.4,15.8,2.8,4,5,0.1,0.1,0.2,142g,174g,C,No,Yes,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
139,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Semi Skimmed,N/A,278,395,458,66,93,108,1.4,2,2.6,0.9,1.3,1.6,10.8,15.4,16.9,10.4,14.7,16.3,2.9,4.1,5.2,0.1,0.1,0.2,142g,174g,C,No,Yes,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
140,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Coconut,N/A,264,375,432,63,89,102,1.6,2.3,2.9,0.3,0.4,0.5,9.2,13.1,14,8.7,12.3,13.1,2.7,3.8,4.9,0.1,0.1,0.1,142g,174g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
141,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Almond,N/A,203,289,321,48,69,76,1,1.5,1.9,0.1,0.2,0.2,9.2,13,13.8,8.7,12.3,13.1,0.5,0.7,0.9,0.1,0.1,0.1,142g,174g,C,No,C,No,No,No,No,No,No,No,No,No,Yes,Almond,No,No,No,No
142,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Soya,N/A,264,375,432,63,89,102,1.6,2.3,2.9,0.3,0.4,0.5,9.2,13.1,14,8.7,12.3,13.1,2.7,3.8,4.9,0.1,0.1,0.1,142g,174g,Yes,No,C,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
143,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Lacto-free,N/A,252,358,410,60,86,98,1.3,1.8,2.3,0.8,1.2,1.5,9.2,13.1,14,8.8,12.5,13.4,2.9,4.1,5.2,0.1,0.1,0.1,142g,174g,C,No,Yes,No,No,No,No,No,No,No,No,No,C,,No,No,No,No
144,Caramel Cortado ,"Our Cortado's decadent cousin. Still made using our signature Espresso, but swirled with rich caramel, velvety milk, and topped off with a caramel crumb. ",,Oat,N/A,281,400,463,67,95,110,1.1,1.6,2,0.4,0.6,0.8,13.5,19.2,21.8,9.8,13.9,15.1,0.3,0.5,0.6,0.1,0.1,0.1,142g,174g,C,No,C,No,No,No,No,No,No,No,No,No,C,,C,C,C,Yes
145,Americano ,Our signature Espresso softened with hot water. Drink it straight up or add a splash of milk. ,Primo,,N/A,8,23,,2,6,,0.1,0,,0,0,,0.3,0.9,,0.1,0.4,,0.1,0.4,,0,0,,286g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
146,Americano ,Our signature Espresso softened with hot water. Drink it straight up or add a splash of milk. ,Medio,,N/A,8,29,,2,8,,0.1,0.3,,0,0,,0.3,1.1,,0.1,0.5,,0.1,0.5,,0,0,,382g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
147,Americano ,Our signature Espresso softened with hot water. Drink it straight up or add a splash of milk. ,Massimo,,N/A,8,44,,2,12,,0.1,0.4,,0,0,,0.3,1.6,,0.1,0.8,,0.1,0.8,,0,0,,498g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
148,Espresso ,The espresso with its rich aroma is where it all begins.,Solo,,N/A,37,11,,10,3,,0.3,0.1,,0,0,,1.3,0.4,,0.7,0.2,,0.7,0.2,,0,0,,30g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
149,Espresso ,The espresso with its rich aroma is where it all begins.,Doppio,,N/A,37,22,,10,6,,0.3,0.2,,0,0,,1.3,0.8,,0.7,0.4,,0.7,0.4,,0,0,,60g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
150,Premium Filter Coffee ,Rich tasting and full-bodied coffee with an intense aroma. It's our signature blend but filtered.,Primo,,N/A,5,13,,1,3,,0,0,,0,0,,0.2,0.5,,0,0,,0.1,0.3,,0,0,,286g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
151,Premium Filter Coffee ,Rich tasting and full-bodied coffee with an intense aroma. It's our signature blend but filtered.,Medio,,N/A,5,18,,1,4,,0,0,,0,0,,0.2,0.6,,0,0,,0.1,0.4,,0,0,,382g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
152,Premium Filter Coffee ,Rich tasting and full-bodied coffee with an intense aroma. It's our signature blend but filtered.,Massimo,,N/A,5,23,,1,6,,0,0,,0,0,,0.2,0.8,,0,0,,0.1,0.5,,0,0,,498g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
153,Ristretto ,When you need something stronger and sweeter than Espresso.,Solo,,N/A,37,7,,10,2,,0.3,0.1,,0,0,,1.3,0.3,,0.7,0.1,,0.7,0.1,,0,0,,20g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
154,Ristretto ,When you need something stronger and sweeter than Espresso.,Doppio,,N/A,73,15,,20,4,,0.7,0.1,,0,0,,2.7,0.5,,1.3,0.3,,1.3,0.3,,0.1,0,,40g,N,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
155,Honeycomb Iced Cappuccino ,"A bold and balanced coffee, made with freshly shaken espresso poured onto golden honeycomb milk, and topped with luxurious frothy milk and golden sprinkles.",Primo,Whole,N/A,208,540,,50,129,,0.9,2.3,,0.5,1.3,,9.1,23.7,,8.6,22.2,,1.4,3.8,,0.2,0.5,,260g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
156,Honeycomb Iced Cappuccino ,"A bold and balanced coffee, made with freshly shaken espresso poured onto golden honeycomb milk, and topped with luxurious frothy milk and golden sprinkles.",Primo,Skimmed,N/A,182,471,,43,112,,0.2,0.4,,0,0.1,,9.1,23.6,,8.5,22.1,,1.5,3.8,,0.2,0.5,,260g,N,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No
